tweets	sentiment	topics
@ProtectPatient1 @RICOacttheCIA_ @mayallbefree100 @morality_on @TargetedPennsy1 @TI_proof @palmbaytiassoc @BIBBI02374449 @ChachoMorales4 @Sasha31308494 @Ds91928608 @targetednpdx @ShawnGo09098770 @EddoneganB @v2kdevice @juanfgonzales72 @samuel_ludwick @stratton2_j @mikegag81252383 And, I'm going to say the same thing again in other words. I would rather attempt to convince 22 Senators to do their jobs than convince the masses, who have too much on their plates already, with Biden trying to get as rich as Gates on vaccine profits, Afghanistan in shambles	-1	4
Half of the hornets team out for COVID Protocol and the Hawks still took a L	0	7
@Salon it was 5x just like a month ago and 14x like two months ago. The effect of the vaccines are wearing off, just as the republicans hoped. They are going to force us to combat COVID with magical thinking, as Trump used to combat it and failed, by sabotaging all other options. https://t.co/8mklyu3dNj	-1	4
@nenameraz03 @latimes Ask him. https://t.co/jGAbrqAJjT	0	6
@Vortmax29 @RebekkaFaith @seashells9196 @adela_buzescu @Axlbundy825 @FreeTheBobNJ @ColArchon @RachelMaryColl @angietheplumber @michell60016558 @PaulaCo51119295 @NJUNITED @112Michelle112 @NJ_WhatExit @DBux1005 @Foley16Foley @fauxmodoe @Pride21American @NickSr79 @Janet66634710 @FCat2222 @tailwags4 @PoliFact2020 @BillSpadea @henri1746 @ScotchChick @Anna65590536 @vowels4sale9 @HowellDori @Fynnderella1 @sarahbeth345 @drcraigwax @MomOnAMission30 @EmilyPetro22 @DiMaggioNJ @GetMeOuttaNJ @Aikens_Josh @arise_nj @Jack4NJ @GovMurphy @truTVjokers @GOP @NJGOP @realstevetrev @EmeraldRobinson @PhilMurphyNJ Stan I saw there is a new bill S2846  to acknowledge natural immunity. It was introduced in DC 12/5/21 sponsor: Sen. Lee, Mike [R-UT]  Latest Action: Senate - 09/23/2021 Read twice and referred to the Committee on Health, Education, Labor, and Pensions.  (All Actions	0	4
Omicron: What We Know About the New Coronavirus Variant https://t.co/D7vQyY1CyW	0	2
The pandemic really put an end to fight parties	0	7
@daverburgess @genmlff @WSJ @WSJopinion @KimStrassel Another attempt to rewrite history. Your Dear Leader Trump accused the Democrats of politicizing the pandemic in Feb 2020. See https://t.co/WcRKOmqY2b (I know, I know, you're going to claim the NBC report is fake news.)	0	4
@JoelJeffcoat @IDMIdray @GeorgeTakei If you are old and immune compromised, do what’s necessary to keep yourself safe. However no matter what you do, you will be vulnerable as 95% Covid deaths come from age 50 and older.	0	6
@mo_raging @Blondieone4 @dahollister @stephiebieRN @fordnation @celliottability I mean it should not be a surprise if everyone protects themselves from a virus, through distancing, reducing contact, that exposure to other viruses goes down. I haven’t had a cold in 2 years, it’s been great.	1	6
@akheriaty the "vaccine" is doing them in	0	1
@ProfColinDavis Because the government cannot be bothered to protect young children? Other countries are vaccinating this age group, who are, it seems, more vulnerable to Omicron. As with teenagers (who could have been vaxxed before Autumn Term) government action, if any, will be little &amp; late.	-1	1
@BluLailou @EddieGraham5 @sweepiface But you ARE going to catch it. So it become a .7% chance you die, higher chance you end up in hospital or get long COVID, compared to the 0.00001% or whatever chance of getting quite sick from the vaccine. Just not logical	1	1
CASES ON A SPRINT The US is averaging more than 100,000 new COVID-19 cases per day for the first time in 2 months…Per data from Johns Hopkins University, COVID-19 deaths are also increasing. As of Sat, the seven-day average was 1,651 people dying each day from the virus: WBALTV https://t.co/sCB75U2mDX	0	6
@sarahkendzior @gaslitnation I fear you’re right.  And the pandemic and fear of gun-toting militia of radical right vigilantes are preventing the majority of Americans from taking to the streets and protesting and exhibiting their outrage.  This is fascism taking hold.	-1	4
@MaximeBernier  And Canada needs a covid passport because?  https://t.co/8ez9gDL2rA	-1	3
@zeetubes @JayJayBeeze @handmadekathy @sammy44231 @KStateTurk @ogilville1 @swedishchf @JonathanHannah @Tony__Heller @MelsyJ @richykirsh @deralteGaukler @mcfunny @sailor_man_dan @JessHan95074669 @J_EmpyreanGoals @provaxtexan @FraiseAdam @SultaneAlexand1 @AndrewLazarus4 @rpagano697 @satekor @kevinault @JimeeLiberty @tenebra99 @Sara4843 @janem1276 @doom37455413 @raouldukeerik @PaulDesmoParker @namagoy @Monstercoyliar @andylumm @_mamadeb @kath2cats @Kathmarval @Fannyi5 @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup No, it was the covid-19 pandemic.	0	6
@NixonandIke @Spindrift_11 @SenSanders Since 2000, taxpayer dollars have financed the development of various vaccine platforms for HIV, pandemic flu, and other threats to public health.  Estimated between 35-39 billion to the American Taxpayer an average of $19.50 a dose.	0	4
Hi there, love yourself!	1	8
▪ COVID-19 IN S. KOREA  Doctor's take on omicron spread and S. Korea new restrictions  #COVID19 #Omicron #SouthKorea https://t.co/qYdDP9VdSS	0	2
If you don’t respect the mitigation efforts in place (vaccines, masks, etc) to limit the spread of COVID so the majority don’t end up in the hospitals, please watch this documentary. https://t.co/f5YSvJcdTm	0	3
@Gudtechnology1 @carolmswain Part of the transmission of covid comes through your contaminated spit droplets.   Keep your spit in your mask.   Anything else?    What state do you live in?	1	3
@hegegehege second dose mo lot?	0	1
I think I’m getting sick 😒 I’m happy I’m getting a COVID test tomorrow	1	5
@ConnieSchultz I truly feel for you. Had a brother tell me yesterday the vaccine results are “mixed” and the virus itself “fishy” Meanwhile our unvaccinated BIL is on a ventilator. I hate that I am running out of empathy.	0	1
Is it against HIPAA to ask about COVID vaccinations? https://t.co/Ih0BJeAjJf	0	3
Covid isn’t fun. I can’t taste yummy foods:(	-1	5
Does the article not say they all provided ( Proof of vaccination ) ?	0	3
There's a absence of Mt. Dew amid the Ebola pandemic	0	8
Plasmids for #OmicronVarient  All the plasmids are in stock now and can be shipped out immediately once ordered! #Omicron #CovidVaccine  https://t.co/Ux6iHS7s4D https://t.co/T9OClymHyt	0	2
42 people test positive for COVID-19 following birthday party at Kingsville restaurant https://t.co/xnqOeovAJO	0	6
@StynaLane Probably enough to fill up their whole anti-vaxxed household, and even then they'll say it isn't enough lol.	-1	1
@CraigSangster2 Well, I have the budget to enjoy it for a holiday at least. But because I've only had one vaccine dose, and had adverse effects leading to a medical exemption, I'm very wary of flying until we're through this pandemic.	0	1
▪ OMICRON FEARS  182 cases of Omicron detected in 17 EU, EEA countries: ECDC  #COVID19 #Omicron #ECDC https://t.co/Ew4aE6Fn8R	0	2
@JustinTrudeau You don't care about the risks in the vaccine, there is no informed consent if we don't know the long-term effects, nor the ingredients.	-1	4
@jwconk @SantiagoAuFund Polio vaccine can actually block transmission, you’re comparing apple with orange.	0	8
@GreenPlanetJan1 @TheLaurenChen Well if their is finicial motivation it is easy to believe. If someone owns a stake in one of these companies, they directly benefit from mandates. Imagine that the vaccine is shite but your governor owns stocks in phizer. It's in his best interest to mandate the vaccines.	0	4
Remdesivir is another nucleoside analog that's been out there treating patients all pandemic long but its mechanism is considerably safer.  https://t.co/BThgBWxTeo	0	1
@DavidGeekie @PhilsandJenn I was rooting for Novavax to get here, but ramping up production of cell-replicated antigen (this vax, sub-unit protein) is slow, and they had other issues.  If only we could mandate choices...  Different? No its like our other vaccines! Not an experiment. https://t.co/u2s2cX61D4	0	1
@thegoodgodabove Abolish anxiety!🤣😂😂 Then feed the world, cure cancer, cure covid, love the lonely, fix the environment, protect rights for women, cure stupidity. Outlaw MAGAs. Etc, etc, etc.	1	7
im so happy..this vacation was overdue. they worked their asses off during the pandemic. happy vacation bangtan!! @BTS_twt	1	7
@jennylorraine6 @kohltonmiller @BrusselsTimes Not so effective vaccine that works? Wha? I’m good without it, thanks 😊	-1	1
Aw babies spending time with family for the holidays. So happy for them 🤧💜💜 They deserve it. They worked so hard during the pandemic. Now, it's time to rest.	1	7
FIRST PERSON | Gen COVID: I worry for my child who has known nothing but the pandemic | CBC News https://t.co/fxZlfuCYRk	0	7
@meowmeowmia i really relate to your experience of living thru the covid-19 pandemic, wow we have so much in common, so relatable, holy shit you also went thru childhood and had parents and went to school, me too what are the odds, we must be soulmates, i’ll fax you a marriage proposal bestie	-1	7
Video from inside an Australian #Covid internment camp. https://t.co/BAfbTbUf9J	0	3
@Max08901299 @IStrongyloides @Esmeralda76 @BakosAttila6 Actually, I can see that it hadn't.  1.2m had been vax'd in ON by Mar15.  By July15 it was 17.6m.  There were 1.4m vacinations in the 1st week of July vs  279k for the week leading up to Mar15.	0	1
Dr. Siegel interviews CDC director on omicron COVID variant https://t.co/hkjVwG6wZ1  @CDCDirector #Omicron #VarianteOmicron @HARRISFAULKNER @FaulknerFocus	0	2
@Sarah_Is_Vaxxed @2021_Karma @Venmo @VenmoSupport and @PayPal @PayPalSupport are you aware of this guy?  can someone put his real name in here	0	8
@jeremy_pm @LouieTheRed1 @BurgerFuel The burger fuel in Whangarei is the only place that's asked for my vaccine passport so far, will def go back there	1	3
no because the boys have really kept us grounded throughout the past two years of the pandemic.. they’ve always found ways to connect with us and became a shoulder to lean on and now they get to have a break themselves after working so hard. i’m just so happy for them 😞🤍	1	7
@CBCToronto I've been double vaxxed against the Covid virus &amp; I'm gonna get my 3rd booster injection after I'm eligible to receive it. To anyone who's an anti-vaxxer how could u not trust CIA(God) &amp; believe that Covid injections aren't safe or will be bad for u. They'll help in some way(s).	1	1
▪ COVID-19 IN S. KOREA  South Korea expects to see daily figures hover in 4-thousands amid spike in Omicron cases  #COVID19 #Omicron #SouthKorea https://t.co/ORUg8iQpV1	0	2
@Steelersdepot If he doesn’t clear Covid protocol then Steelers lose. #gamechanger	0	7
@Jayecane @MrBeast Yeah he dose alright Mr beast	0	8
What the Latest GDP Numbers Tell us about the Nature of India's Recovery None of the big drivers of economic growth are contributing to the 0.5% growth of the economy over 2019-20. So, where is this paltry growth coming from? https://t.co/HOidBd4q5Y	0	8
